#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3
66,RAS,All,Add nominee|Change nominee|Deposit nominee|Nominee|Apoint Nominee|Change Nomination|Modify Nominee|How to change nomination|Change my nomination|How do I change my deposit nominee,How do I change my deposit nominee?,"Add, update, or modify nominee details for your deposits easily through the app.",CHANGE_DEPOSIT_NOMINEE,,Redirection ,,,,,/deposits,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Change Deposit Nominee,,,,
67,RAS,All,Add nominee|Change nominee|Account nominee|Nominee|Nomination|Add nomination|Apoint Nominee|Apoint Nomination|Change Nomination|How do I update my Account nominee,How do I update my account nominee?,Update nominee details for your account to ensure correct beneficiary information is recorded.,UPDATE_ACCOUNT_NOMINEE,,Redirection ,,,,,/UpdateNominee,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Update Account Nominee,,,,
68,RAS,All,Re-KYC|My Profile KYC|update kyc details|kyc renewal|kyc update mobile app|how to do rekyc|rekyc for nri account|kyc document upload|update kyc address|kyc verification update,How do I complete Re-KYC?,Update your KYC details by completing the re-KYC process to keep your account compliant and active.,COMPLETE_REKYC,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Complete Re-KYC,,,,
69,RAS,All,Welcome Letter|Welcome to Mobile Banking,How do I view my mobile banking welcome letter?,Access your welcome letter to understand key features and details of mobile banking services.,VIEW_WELCOME_LETTER,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Welcome Letter - Mobile Banking,,,,
70,RAS,All,Registered mobile number|Mobile number|Add PAN to profile|PAN details|PAN change|View profile|View personal details|How do I access my profile page,How do I access my profile page?,"View and manage your personal details including mobile number, email, PAN, and profile information.",VIEW_PROFILE,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Profile Page,,,,
71,RAS,All,Need chequebook|Chequebook|New chequebook|How do I request my chequebook,How do I request a chequebook?,Request a new chequebook quickly and track its delivery status within the app.,REQUEST_CHEQUEBOOK,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Request Chequebook,,,,
72,RAS,All,Interest summary|Interest certificate|Interest report|Interest earned|Interest on deposit|Interest on Accounts|How do I access my interest certificate,How do I access my interest certificate?,Download your interest certificate to view interest earned on deposits or accounts for a selected period.,DOWNLOAD_INTEREST_CERTIFICATE,,Redirection ,,,,,/InterestCertificate/Interest certificate,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Savings Account Interest Certificate ,,,,
73,RL,All,Personal loan|Credit card loan|Borrow money|Education loan|Wedding loan|Funding for trip|Funding for holiday|Travel loan|Loans|How do I apply for a personal loan,How do I apply for a personal loan?,"Apply for a personal loan quickly to meet your financial needs like travel, education, or other expenses.",APPLY_PERSONAL_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/PL,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Apply for Personal Loan,,,,
74,RL,All,Two wheeler loan|Two wheeler scooty|Two wheeler bike|Bike loan|Scooty loan|borrow for vehicle|Vehicle loan|How do I apply for a two-wheeler loan,How do I apply for a two-wheeler loan?,Apply for a two-wheeler loan easily to finance your bike or scooter purchase.,APPLY_TWO_WHEELER_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/TW,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Apply for Two wheeler Loan,,,,
75,RL,All,Home loan|House loan|Borrow money for home|Home improvement loan|How do I apply for a home loan,How do I apply for a home loan?,Apply for a home loan to purchase or renovate your house with suitable repayment options.,APPLY_HOME_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/HL,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Apply for Home Loan,,,,
76,RL,All,Home loan|Mortgage loan|House loan|Real Estate loan for business|Office loan|How do I apply for a mortgage loan,How do I apply for a mortgage loan?,Apply for a mortgage loan by leveraging your property for personal or business financial needs.,APPLY_MORTGAGE_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/LAP,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Apply for Mortgage Loan,,,,
77,WEALTH,All,mutual funds investment|mutual funds portfolio|mutual funds holding|How much have I invested in mutual fund|How do I check my mutual fund portfolio|What is the market value of my mutual fund portfolio|Where can I see my mutual fund holdings|Where can I see my mutual fund summary|How do I see my mutual fund holdings|Where do I see my holdings,How do I view my mutual fund holdings?,"View your mutual fund investments, holdings, SIPs, and market value in one consolidated dashboard.",VIEW_MF_HOLDINGS,,Redirection ,,,,,/mfSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,Mutual Fund Holdings,,,,
78,WEALTH,All,recommended mutual funds|get recommendations|which mutual fund should I buy|recommended funds for me|recommended portfolio|portfolio for me|curated mutual fundsÔøΩÔøΩ|SIP|How to invest in SIP,How do I invest in SIP?,Explore recommended mutual funds and start investing through SIP to build wealth over time.,INVEST_IN_SIP,,Redirection ,,,,,/recommendportfolio/sip,,liability,RI,TRUE,,,,,,FALSE,Invest in SIP,,,,
79,WEALTH,All,Saving goals|Goals based saving|Wedding|Child's education|How do I save money for my goals|How to achieve goals based saving|How much should i invest for my wedding|How much should I invest for my home|How much should I invest for my vacation|How much should I invest for my car,How do I save for my financial goals?,"Plan and invest towards goals like home, education, or travel with goal-based saving tools.",GOAL_BASED_SAVING,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Goal Based Saving,,,,
80,WEALTH,All,How can I apply for IPO|Ways to apply IPO|How to apply for Rights Issue|how can HNI apply for IPO|How to apply for HNI in IPO|How to invest in IPO|How to Apply for Call money|How can I apply for an IPO|What are the ways to apply for an IPO|How to apply for HNI category in IPO,How do I apply for an IPO?,"Apply for IPOs, rights issues, or NCDs easily and invest in new offerings directly through the platform.",APPLY_IPO,,Redirection ,,,,,/investinipo,,liability,RI,TRUE,,,,,,FALSE,Apply For IPO,,,,
81,WEALTH,All,What is my IPO Status|Where Can I check IPO status|How can I withdraw my IPO application|How can I modify my IPO application|What is status for my IPO|How to Check my allotment status|How to Withdraw my hold money from IPO|Hold remove for IPO|What is my IPO application status|How to hold withdrawal for IPO process,How do I check my IPO status?,"Track IPO application status, allotment details, and manage modifications or withdrawals easily.",VIEW_IPO_STATUS,,Redirection ,,,,,/orderbook,,liability,RI,TRUE,,,,,,FALSE,IPO Order Book,,,,
82,WEALTH,All,Demat Account|Open Demat Account|Open Insta Demat Account|Instant Demat Account|Open Instant Demat Account|Open Instant Investment Account|What is Demat account|How to open Demat account|What is instant Demat account|How do I open Instant demat account,How do I open a Demat account?,"Open a Demat or investment account instantly to start investing in stocks, IPOs, and other securities.",OPEN_DEMAT_ACCOUNT,,Redirection ,,,,,/demat,,liability,RI,TRUE,,,,,,FALSE,Instant Demat Account,,,,
83,WEALTH,All,current investment value|How do I check current investment value of my investments,How do I check my current investment value?,View the current value of your investments across all products in one consolidated view.,VIEW_CURRENT_INVESTMENTS,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Current Investments,,,,
84,WEALTH,All,Investments|Where can I see investments|total investments|Where can I see my total investments|show investments|Where can I see my investments,How do I view my investments?,"View all your investments including mutual funds, bonds, and other assets in one place.",VIEW_INVESTMENTS,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Investments,,,,
85,WEALTH,All,Portfolio|show portfolio|How do I view my portfolio|my portfolio|How do I see my portfolio|check portfolio|How do I check my portfolio|market value|What is the market value of my portfolio,How do I view my portfolio?,Access your complete portfolio with market value and performance insights across all investments.,VIEW_PORTFOLIO,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,My Portfolio,,,,
86,WEALTH,All,Portfolio summary|portfolio overview|Where can I get my portfolio summary|Where can I get my portfolio overview,How do I view my portfolio summary?,Get a summarized view of your portfolio including total value and investment distribution.,VIEW_PORTFOLIO_SUMMARY,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Portfolio Summary,,,,
87,WEALTH,All,How to invest in NCD|How to apply for NCD,How do I apply for NCD?,Apply for non-convertible debentures (NCDs) easily to invest in fixed income instruments.,APPLY_NCD,,Redirection ,,,,,/investinipo,,liability,RI,TRUE,,,,,,FALSE,Apply for NCD,,,,
88,WEALTH,All,Mutual Funds Investment|How to see my mutual funds investment|How much have I invested in mutual fund|My SIP|Where can I see my SIP|My MF|Where can I see my mutual funds?,How do I view my mutual fund investments?,"Check your mutual fund investments, SIPs, and total invested amount in one place.",VIEW_MF_INVESTMENTS,,Redirection ,,,,,/mfSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,My Investments,,,,
89,WEALTH,All,Buy Mutual Funds|How to buy mutual funds|Invest in Mutual Funds|How do I invest in mutual funds|From where do I buy a mutual fund,How do I invest in mutual funds?,Start investing in mutual funds easily by selecting suitable funds and completing your investment in a few steps.,BUY_MUTUAL_FUNDS,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Buy Mutual Funds,,,,
90,WEALTH,All,Balanced Mutual Funds|How to invest in balanced mutual fund,How do I invest in balanced mutual funds?,Invest in balanced mutual funds that offer a mix of equity and debt for diversified returns.,INVEST_BALANCED_MF,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Invest in Balanced MF,,,,
91,WEALTH,All,Mutual Funds|How to invest in mutual funds,How do I quickly invest in mutual funds?,Invest in mutual funds quickly using simplified options for faster onboarding and execution.,QUICK_MF_INVEST,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Quick MF Invest,,,,
92,WEALTH,All,mutual funds|How to see mutual funds for me,How do I see mutual funds recommended for me?,View curated mutual fund options based on your profile and investment preferences.,VIEW_CURATED_MF,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Curated Mutual Funds,,,,
93,WEALTH,All,SGB Share certificate|How to download SGB Share certificate,How do I download my SGB share certificate?,Download your sovereign gold bond share certificate securely for your records.,DOWNLOAD_SGB_CERTIFICATE,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,SGB Share Certificate,,,,
94,WEALTH,All,SGB Investment|How to check SGB investment|How much have I invested in soveregin gold bonds|How much have I invested in SGB|SGB Current Value|How to see my SGB portfolio,How do I check my SGB investment?,"View your sovereign gold bond investments, current value, and portfolio details in one place.",VIEW_SGB_INVESTMENT,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,SGB Transactions,,,,
95,WEALTH,All,SGB Application|Where can I fill SGB application,How do I apply for SGB?,Apply for sovereign gold bonds easily through the app during available issue windows.,APPLY_SGB,,Redirection ,,,,,/sgbSummary/applications,,liability,RI,TRUE,,,,,,FALSE,SGB Application,,,,
96,WEALTH,All,SGB Transaction|How to place SGB transaction,How do I place an SGB transaction?,Buy or transact in sovereign gold bonds through a simple and secure process.,SGB_TRANSACTION,,Redirection ,,,,,/sgbSummary/applications,,liability,RI,TRUE,,,,,,FALSE,SGB Transaction,,,,
97,WEALTH,All,Digital Gold|How to buy digital gold,How do I buy digital gold?,Purchase digital gold instantly and securely in small or large quantities through the app.,BUY_DIGITAL_GOLD,,Redirection ,,,,,/buysgb,,liability,RI,TRUE,,,,,,FALSE,Buy Digital Gold,,,,
98,WEALTH,All,Buy gold|How to buy gold bonds,How do I buy gold bonds?,Invest in gold bonds to gain exposure to gold as an asset with added benefits.,BUY_GOLD_BONDS,,Redirection ,,,,,/buysgb,,liability,RI,TRUE,,,,,,FALSE,Buy Gold Bonds,,,,
99,WEALTH,All,Invest in Gold|How to invest in gold,How do I invest in gold?,Explore different ways to invest in gold including digital gold and sovereign gold bonds.,INVEST_IN_GOLD,,Redirection ,,,,,/buysgb,,liability,RI,TRUE,,,,,,FALSE,Invest in Gold,,,,
100,WEALTH,All,Car|How much should I invest for my car,How much should I invest for my car?,Plan your savings and investments to achieve your goal of purchasing a car efficiently.,CAR_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Car Goal,,,,
101,WEALTH,All,Saving Goals|How do I save money for my goals,How do I save money for my goals?,"Set financial goals and invest systematically to achieve milestones like home, travel, or education.",SAVING_GOALS,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Saving Goals,,,,
102,WEALTH,All,Where Can I check IPO status|What is status for my IPO|How to Check my allotment status,How do I check my IPO status?,"Check your IPO application status, allotment details, and updates easily from one place.",CHECK_IPO_STATUS,,Redirection ,,,,,/orderbook,,liability,RI,TRUE,,,,,,FALSE,Check IPO Status,,,,
103,WEALTH,All,How to hold withdrawal for IPO process,How do I withdraw hold amount for IPO?,Remove or release funds blocked for IPO applications if the process is completed or withdrawn.,IPO_HOLD_WITHDRAWAL,,Redirection ,,,,,/orderbook,,liability,RI,TRUE,,,,,,FALSE,Hold Withdrawal for IPO,,,,
104,WEALTH,All,How can I withdraw my IPO application,How do I withdraw my IPO application?,Withdraw your IPO application easily before final processing as per applicable guidelines.,WITHDRAW_IPO_APPLICATION,,Redirection ,,,,,/orderbook,,liability,RI,TRUE,,,,,,FALSE,Manage IPO Application,,,,
105,WEALTH,All,How can I modify my IPO application,How do I modify my IPO application?,Modify your IPO application details before submission deadlines as per allowed conditions.,MODIFY_IPO_APPLICATION,,Redirection ,,,,,/orderbook,,liability,RI,TRUE,,,,,,FALSE,Modify IPO,,,,
106,WEALTH,All,Demat|Demat Account,What is a Demat account?,Understand what a Demat account is and how it helps you hold and manage investments like stocks and bonds digitally.,DEMAT_ACCOUNT_INFO,,Redirection ,,,,,/demat,,liability,RI,TRUE,,,,,,FALSE,Demat Account,,,,
107,PAYMENTS,All,IMPS|How do I pay via IMPS,How do I pay using IMPS?,Transfer money instantly using IMPS to any bank account with real-time processing.,PAY_IMPS,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,TRUE,,,,,,FALSE,IMPS Payments,,,,
108,PAYMENTS,All,NEFT|How do I pay via NEFT,How do I pay using NEFT?,Transfer funds securely using NEFT with scheduled settlement cycles.,PAY_NEFT,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,TRUE,,,,,,FALSE,NEFT Payments,,,,
109,PAYMENTS,All,Delete payee|How do I delete payee,How do I delete a payee?,Remove a saved beneficiary or payee from your list securely when no longer needed.,DELETE_PAYEE,,Redirection ,,,,,/allPayees,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Delete Payee,,,,
110,PAYMENTS,All,Beneficiary|How to view beneficiary,How do I view my beneficiaries?,View all your saved beneficiaries or payees for quick and easy fund transfers.,VIEW_BENEFICIARY,,Redirection ,,,,,/allPayees,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,View Beneficiary,,,,
111,PAYMENTS,All,Insurance|How do I pay for insurance,How do I pay my insurance premium?,Pay your insurance premiums easily through the app using secure payment options.,PAY_INSURANCE,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Insurance Payments,,,,
112,PAYMENTS,All,Broadband|How do I pay broadband bill,How do I pay my broadband bill?,Pay your broadband bills quickly and securely through the app without hassle.,PAY_BROADBAND,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay Broadband Bill,,,,
113,PAYMENTS,All,Gas Bill|How do I pay gas bill,How do I pay my gas bill?,Make gas bill payments easily and track your payment status instantly.,PAY_GAS_BILL,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay Gas Bill,,,,
114,PAYMENTS,All,Landline|How do I pay landline bill,How do I pay my landline bill?,Pay your landline bills securely and conveniently through the app.,PAY_LANDLINE_BILL,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay Landline Bill,,,,
115,PAYMENTS,All,Municipal tax|How do I pay municipal tax,How do I pay municipal tax?,Pay your municipal taxes easily through the app with secure payment options.,PAY_MUNICIPAL_TAX,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay Tax,,,,
116,PAYMENTS,All,Rental|How do I pay for rentals,How do I pay my rent?,Make rental payments quickly and securely using available payment methods.,PAY_RENT,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Rental Payments,,,,
117,PAYMENTS,All,Utilities|How do I pay for utilities,How do I pay utility bills?,"Pay multiple utility bills like electricity, gas, and more from one place easily.",PAY_UTILITIES,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Utilities Payments,,,,
118,PAYMENTS,All,Cancel|How to cancel payment,How do I cancel a recurring payment?,Cancel or stop recurring payments or standing instructions easily through the app.,CANCEL_RECURRING_PAYMENT,,Redirection ,,,,,/pay/recurring,,BIB|liability,RI,TRUE,,,,,,FALSE,Cancel Recurring Payments,,,,
119,PAYMENTS,All,VPA|How to use VPA,How do I pay using a VPA?,Send money using a Virtual Payment Address (UPI ID) without needing bank details.,PAY_TO_VPA,,Redirection ,,,,,/payToUpi,,liability,RI,TRUE,,,,,,FALSE,Pay To VPA,,,,
120,WEALTH,All,How to switch my fund|How do I systematically transfer my funds|What is the minimum number of funds to switch|What is the minimum switch amount|fund switching|Systematic transfer,How do I switch between funds?,Switch or transfer your investments between mutual funds easily as per your investment strategy.,SWITCH_FUNDS,,Redirection ,,,,,/mfSummary?holdings,,liability,RI,TRUE,,,,,,FALSE,Switching Between Funds,,,,
121,WEALTH,All,How do I plan savings goal for a car,How do I plan a savings goal for a car?,Set a financial goal and plan investments to achieve your target of buying a car.,CAR_GOAL_PLANNING,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Goal for a Car,,,,
122,WEALTH,All,Plan a goal|How do I plan a goal,How do I plan a goal?,Set and plan your financial goals by choosing the target amount and timeline to invest systematically.,PLAN_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Plan a Goal,,,,
123,WEALTH,All,Discover top funds|How do I discover top funds,How do I discover top funds?,"Discover top-performing funds based on returns, ratings, and market trends to make informed investments.",DISCOVER_TOP_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Discover Top Funds,,,,
124,WEALTH,All,Quick Invest|How do I use quick Invest,How do I use Quick Invest?,Invest quickly in selected funds using simplified investment flows for faster execution.,QUICK_INVEST,,Redirection ,,,,,/recommendportfolio/sipandlumpsum,,liability,RI,TRUE,,,,,,FALSE,Quick Invest,,,,
125,WEALTH,All,Invest in NFO|How do I invest in NFO,How do I invest in NFO?,Invest in New Fund Offers (NFOs) and participate in newly launched mutual fund schemes.,INVEST_NFO,,Redirection ,,,,,/nfo,,liability,RI,TRUE,,,,,,FALSE,Invest in NFO,,,,
126,WEALTH,All,Government securities|G-Sec|Goverment Securities|How do I invest in government securities,How do I invest in government securities?,Invest in government-backed securities for stable and low-risk returns through a simple process.,INVEST_GOVT_SECURITIES,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Government Securities,,,,
127,WEALTH,All,Trending mutual funds|How do I see trending mutual funds,How do I view trending mutual funds?,Explore trending mutual funds based on popularity and recent performance trends.,VIEW_TRENDING_MF,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Trending Mutual Funds,,,,
128,CC,All,Charge Summary|How to view a summary of charges,How do I view a summary of charges?,View a detailed summary of all applicable charges and fees for your accounts and services.,VIEW_CHARGE_SUMMARY,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Charge Summary,,,,
129,CC,All,Add on Card application status|How to check status of add-on card application,How do I check add-on card application status?,Track the status of your add-on credit card application and its progress easily.,TRACK_ADDON_CARD_STATUS,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Add-on Card Application Status,,,,
130,CC,All,Card closure|How to close credit card account,How do I close my credit card account?,Close your credit card account by following a simple process after clearing all dues.,CLOSE_CREDIT_CARD,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Card Closure,,,,
131,CC,All,Foreclosure of credit card EMI|How to foreclose credit card EMI,How do I foreclose my credit card EMI?,Foreclose your ongoing credit card EMIs and clear outstanding amounts in advance.,FORECLOSE_CC_EMI,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Foreclosure of Credit Card EMI,,,,
132,CC,All,Credit card rewards expiry enquiry|How to enquire about credit card rewards expiry,How do I check reward points expiry?,Check expiry details of your credit card reward points to redeem them before they lapse.,CHECK_REWARD_EXPIRY,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Credit Card Rewards Expiry Enquiry,,,,
133,PAYMENTS,All,Favourite Payees|How do I view favourite payees,How do I view favourite payees?,View your frequently used or saved favourite payees for quick transactions.,VIEW_FAVOURITE_PAYEES,,Redirection ,,,,,/allPayees,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,View Favourite Payees,,,,
134,WEALTH,All,List of transactions for Mutual Funds|How to view list of transactions for Mutual Funds,How do I view mutual fund transactions?,"View all your mutual fund transaction history including purchases, redemptions, and SIPs.",VIEW_MF_TRANSACTIONS,,Redirection ,,,,,/mfSummary/transactions,,liability,RI,TRUE,,,,,,FALSE,List of Transactions for Mutual Funds,,,,
135,WEALTH,All,View previous investment goals|How to view previously set investment goals,How do I view previous investment goals?,Access previously created investment goals and track their progress or status.,VIEW_PREVIOUS_GOALS,,Redirection ,,,,,/goaltracking,,liability,RI,TRUE,,,,,,FALSE,Previous Investment Goals,,,,
136,WEALTH,All,Invest in Large Cap Funds|How to invest in Large Cap Funds,How do I invest in large cap funds?,Invest in large cap mutual funds that focus on established companies with stable growth.,INVEST_LARGE_CAP_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Large Cap Funds,,,,
137,WEALTH,All,Invest in Flexi Cap Fund|How to invest in Flexi Cap Fund,How do I invest in flexi cap funds?,"Invest in flexi cap funds that dynamically allocate across large, mid, and small-cap stocks.",INVEST_FLEXI_CAP_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Flexi Cap Fund,,,,
138,WEALTH,All,Invest in Multi Cap Fund|How to invest in Multi Cap Fund,How do I invest in multi cap funds?,"Invest in multi cap funds that diversify across large, mid, and small-cap stocks for balanced growth.",INVEST_MULTI_CAP_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Multi Cap Fund,,,,
139,WEALTH,All,Invest in Sectoral/Thematic Fund|How to invest in Sectoral/Thematic Fund,How do I invest in sectoral or thematic funds?,Invest in sectoral or thematic funds focusing on specific industries or themes based on market opportunities.,INVEST_SECTORAL_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Sectoral/Thematic Fund,,,,
140,WEALTH,All,Invest in Value Fund|How to invest in Value Fund,How do I invest in value funds?,Invest in value funds that focus on undervalued stocks with long-term growth potential.,INVEST_VALUE_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Value Fund,,,,
141,WEALTH,All,Invest in Contra Fund|How to invest in Contra Fund,How do I invest in contra funds?,Invest in contra funds that follow a contrarian strategy to capitalize on market opportunities.,INVEST_CONTRA_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Contra Fund,,,,
142,WEALTH,All,Invest in Debt Funds|How to invest in Debt Funds,How do I invest in debt funds?,Invest in debt funds for relatively stable returns through fixed income securities.,INVEST_DEBT_FUNDS,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Invest in Debt Funds,,,,
143,WEALTH,All,Invest in Hybrid Funds|How to invest in Hybrid Funds|hybrid funds|MF|SIPs,How do I invest in hybrid funds?,Invest in hybrid funds that combine equity and debt to balance risk and returns.,INVEST_HYBRID_FUNDS,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Invest in Hybrid Funds,,,,
144,WEALTH,All,Plan investment goal|How to plan my investment goal,How do I plan my investment goal?,Set your financial goals and create an investment plan to achieve them with disciplined contributions.,PLAN_INVESTMENT_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Plan investment goal,,,,
145,PAYMENTS,All,Utility Bill Payment|How to pay my utility bills online,How do I pay my utility bills online?,"Pay electricity, gas, and other utility bills quickly through secure online payment options.",PAY_UTILITY_BILLS,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Utility Bill Payment,,,,
146,WEALTH,All,Retirement Planning|How to plan for my retirement,How do I plan for retirement?,Plan your retirement by setting financial goals and investing in suitable long-term options.,PLAN_RETIREMENT,,Redirection ,,,,,/creategoal,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Retirement Planning,,,,
147,WEALTH,All,Investment Risk Assessment|How to assess investment risks,How do I assess my investment risk?,Evaluate your risk profile to choose suitable investments aligned with your financial goals.,ASSESS_INVESTMENT_RISK,,Redirection ,,,,,/riskprofile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Investment Risk Assessment,,,,
148,WEALTH,All,Gold Investment|How to check my gold investment,How do I check my gold investment?,Check my  different gold investment options such as digital gold or bonds based on your preferences.,VIEW_MY_GOLD_INVESTMENT,,Redirection ,,,,,/sgbSummary/applications,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,My Gold Investment,,,,
149,RAS,All,Add PAN to profile|Add PAN to my account|How do I add PAN to my account,How do I add PAN to my account?,Add your PAN details to your profile to comply with regulatory requirements.,ADD_PAN,,Redirection ,,,,,/EditCustomerDetail/pan,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Add PAN To My Account,,,,
150,RAS,All,Upload Signature|How to upload signature,How do I upload my signature?,Upload your signature securely for account verification and transaction processing.,UPLOAD_SIGNATURE,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Upload Signature,,,,
151,RAS,All,Update preferred account|How to update preferred account|Change preferred account|How to change preferred account|Change default preferred account|Default preferred account|Preferred account,How do I change my preferred account?,Update your preferred or default account for transactions and payments easily.,CHANGE_PREFERRED_ACCOUNT,,Redirection ,,,,,/Settings,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Change Preferred Account,,,,
152,RAS,All,Revoke stopped cheque|How to revoke stopped cheque,How do I revoke a stopped cheque?,Revoke a previously stopped cheque to allow it to be processed again if required.,REVOKE_STOPPED_CHEQUE,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Revoke Stopped Cheque,,,,
153,WEALTH,All,Manage my SIPs - Edit/ Cancel/ Pause SIP|How to manage my SIPs,How do I manage my SIPs?,"Edit, pause, or cancel your SIPs easily based on your investment needs.",MANAGE_SIP,,Redirection ,,,,,/mfSummary/systematicPlans,,liability,RI,TRUE,,,,,,FALSE,Manage my SIPs - Edit/ Cancel/ Pause SIP,,,,
154,WEALTH,All,Check Mutual Fund status|How to check mutual fund transaction status,How do I check my mutual fund transaction status?,"Track the status of your mutual fund transactions including purchases, redemptions, and SIPs.",CHECK_MF_STATUS,,Redirection ,,,,,/mfSummary/transactions,,liability,RI,TRUE,,,,,,FALSE,Check Mutual Fund transaction status,,,,
