#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3,nlu_intent,nlu_entities,nlu_examples,nlu_disambiguation_hint
47,CC,All,Credit card rewards|rewards|Redeem reward points|Redeem points,How do I view and redeem my credit card rewards?,"Check your reward points balance and redeem them easily for available offers, vouchers, or benefits.",REDEEM_CC_REWARDS,,Redirection ,,,,,/rewards/cclp,,creditcard,RI,True,,,,,,False,Redeem Reward Points,,,,,redeem_reward_points,"{""action"": ""redeem"", ""benefit_type"": ""reward_points"", ""card_type"": ""credit_card"", ""feature"": ""reward_points"", ""product"": ""credit_card""}",Credit card rewards|rewards|Redeem reward points|Redeem points|How do I view and redeem my credit card rewards?,Use for Redeem Reward Points. Feature is reward points. Card type is credit card.
48,CC,All,Billed transactions|How do I view billed transactions of my credit card?,How do I view billed transactions on my credit card?,View all billed transactions that are included in your current credit card statement cycle.,VIEW_BILLED_TRANSACTIONS_CC,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Billed Transactions - Credit Card,,,,,view_billed_transactions_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""billed_transactions_credit_card"", ""product"": ""credit_card"", ""transaction_status"": ""billed""}",Billed transactions|How do I view billed transactions of my credit card?|How do I view billed transactions on my credit card?|Billed Transactions - Credit Card,Use for Billed Transactions - Credit Card. Feature is billed transactions credit card. Card type is credit card. Transaction bucket is billed.
49,CC,All,Pending transactions|How do I view pending transactions of my credit card?,How do I view pending transactions on my credit card?,Check pending transactions that are authorized but not yet billed on your credit card.,VIEW_PENDING_TRANSACTIONS_CC,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Pending Transactions - Credit Card,,,,,view_pending_transactions_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""pending_transactions_credit_card"", ""product"": ""credit_card"", ""transaction_status"": ""pending""}",Pending transactions|How do I view pending transactions of my credit card?|How do I view pending transactions on my credit card?|Pending Transactions - Credit Card,Use for Pending Transactions - Credit Card. Feature is pending transactions credit card. Card type is credit card. Transaction bucket is pending.
50,CC,All,Unbilled transactions|How do I view unbilled transactions of my credit card?,How do I view unbilled transactions on my credit card?,View unbilled transactions that will appear in your upcoming credit card statement.,VIEW_UNBILLED_TRANSACTIONS_CC,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Unbilled Transactions - Credit Card,,,,,view_unbilled_transactions_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""unbilled_transactions_credit_card"", ""product"": ""credit_card"", ""transaction_status"": ""unbilled""}",Unbilled transactions|How do I view unbilled transactions of my credit card?|How do I view unbilled transactions on my credit card?|Unbilled Transactions - Credit Card,Use for Unbilled Transactions - Credit Card. Feature is unbilled transactions credit card. Card type is credit card. Transaction bucket is unbilled.
51,CC,All,EMI|EMI conversion|Convert to EMI|easy monthly installments|installments,How can I convert my credit card transactions into EMIs?,Convert eligible credit card transactions into easy monthly installments to manage payments better.,CONVERT_TO_EMI_CC,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Convert to EMI - Credit Card,,,,,convert_emi_credit_card,"{""action"": ""convert"", ""card_type"": ""credit_card"", ""feature"": ""emi_credit_card"", ""product"": ""credit_card""}",EMI|EMI conversion|Convert to EMI|easy monthly installments|installments|How can I convert my credit card transactions into EMIs?|Convert to EMI - Credit Card,Use for Convert to EMI - Credit Card. Feature is emi credit card. Card type is credit card.
52,CC,All,Activate,How do I activate my credit card?,Activate your new credit card to start using it for transactions and payments.,ACTIVATE_CC,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,True,,,,,,False,Activate Your Credit Card,,,,,activate_credit_card,"{""action"": ""activate"", ""card_type"": ""credit_card"", ""feature"": ""credit_card"", ""product"": ""credit_card""}",Activate|How do I activate my credit card?|Activate Your Credit Card,Use for Activate Your Credit Card. Feature is credit card. Card type is credit card.
53,CC,All,Replace|replace blocked credit card|replace credit card|replace card|How do I replace my blocked credit card?,How do I replace my credit card?,"Request a replacement for your damaged, lost, or blocked credit card easily through the app.",REPLACE_CC,,Redirection ,,,,,/PermanentBlockCard,,creditcard,RI,True,,,,,,False,Apply For Replacement- Credit Card,,,,,replace_replacement_credit_card,"{""action"": ""replace"", ""card_type"": ""credit_card"", ""feature"": ""replacement_credit_card"", ""product"": ""credit_card""}",Replace|replace blocked credit card|replace credit card|replace card|How do I replace my blocked credit card?|How do I replace my credit card?|Apply For Replacement- Credit Card,Use for Apply For Replacement- Credit Card. Feature is replacement credit card. Card type is credit card.
54,CC,All,Track credit card application|Track application|credit card application|Application tracking,How do I track my credit card application?,Track the status of your credit card application and delivery updates in real time.,TRACK_CC_APPLICATION,,Redirection ,,,,,/servicerequests/dashboard,,creditcard,RI,True,,,,,,False,Track Your Credit Card Application,,,,,track_credit_card_application,"{""action"": ""track"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_application"", ""product"": ""credit_card"", ""request_type"": ""delivery_tracking"", ""service_type"": ""delivery_tracking""}",Track credit card application|Track application|credit card application|Application tracking|How do I track my credit card application?|Track Your Credit Card Application,Use for Track Your Credit Card Application. Feature is credit card application. Service type is delivery tracking. Card type is credit card.
55,CC,All,CVV unmask|Unmask|CVV|How do I unmask my credit card CVV?,How do I view my credit card CVV?,Securely view or unmask your credit card CVV when needed for online transactions.,VIEW_CVV_CC,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,True,,,,,,False,View CVV Of Your Credit Card,,,,,view_cvv_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""cvv_credit_card"", ""product"": ""credit_card""}",CVV unmask|Unmask|CVV|How do I unmask my credit card CVV?|How do I view my credit card CVV?|View CVV Of Your Credit Card,Use for View CVV Of Your Credit Card. Feature is cvv credit card. Card type is credit card.
56,CC,All,Card payment|How do I do card payment,How do I make a card payment?,Make payments using your credit card quickly and securely for purchases or bill payments.,CARD_PAYMENT,,Redirection ,,,,,/PayCreditCardBill,,creditcard,RI,True,,,,,,False,Card Payment,,,,,pay_card_payment,"{""action"": ""pay"", ""card_type"": ""credit_card"", ""feature"": ""card_payment"", ""product"": ""credit_card""}",Card payment|How do I do card payment|How do I make a card payment?,Use for Card Payment. Feature is card payment. Card type is credit card.
57,CC,All,Credit card settlement|How to do Credit card settlement,How do I settle my credit card dues?,Explore settlement options for your credit card dues and close outstanding balances as per eligibility.,CC_SETTLEMENT,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Credit Card Settlement,,,,,settle_credit_card_dues,"{""action"": ""settle"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_dues"", ""product"": ""credit_card""}",Credit card settlement|How to do Credit card settlement|How do I settle my credit card dues?,Use for Credit Card Settlement. Feature is credit card dues. Card type is credit card.
58,FX,All,Send money to USA|Send money to UK|Transfer funds abroad|Send money abroad|Investment abroad|Studies abroad|Education abroad|Pay Abroad|How to pay abroad|How do I pay abroad,How do I send money abroad?,"Transfer funds internationally for education, investments, or personal use. Track remittance and exchange rates easily.",PAY_ABROAD,,Redirection ,,,,,/payabroad,,liability,RI,True,,,,,,False,Pay Abroad,,,,,pay_abroad,"{""action"": ""pay"", ""feature"": ""abroad"", ""payment_type"": ""international_transfer"", ""product"": ""investment"", ""usage_scope"": ""international""}",Send money to USA|Send money to UK|Transfer funds abroad|Send money abroad|Investment abroad|Studies abroad|Education abroad|Pay Abroad|How to pay abroad|How do I pay abroad|How do I send money abroad?,Use for Pay Abroad. Feature is abroad. Payment rail or bill type is international transfer.
59,FX,All,NRO to NRE|transfer from NRO to NRE|NRO|NRE|transfer to my NRE account|NRO to NRE Transfer|Transfer to NRE|fund transfer from NRO to NRE|transfer from NRO,How do I transfer money from NRO to NRE account?,Transfer funds from your NRO account to NRE account as per applicable guidelines and limits.,TRANSFER_NRO_TO_NRE,,Redirection ,,,,,/pay/payments/NroToNreTransfer,,liability,RI,True,,,,,,False,Transfer to NRE,,,,,transfer_nre,"{""account_type"": ""nro_nre"", ""action"": ""transfer"", ""feature"": ""nre"", ""payment_type"": ""nro_to_nre_transfer"", ""product"": ""account""}",NRO to NRE|transfer from NRO to NRE|NRO|NRE|transfer to my NRE account|NRO to NRE Transfer|Transfer to NRE|fund transfer from NRO to NRE|transfer from NRO|How do I transfer money from NRO to NRE account?,Use for Transfer to NRE. Feature is nre. Payment rail or bill type is nro to nre transfer.
60,PAYMENTS,All,Payee|Manage beneficiary|Manage payee|Delete beneficiary|Delete payee|How to view beneficiary|How to view payee|How do I manage beneficiary|How do I manage payee|How do I delete a payee,How do I manage my beneficiaries?,"View, add, or delete beneficiaries or payees to manage fund transfers easily and securely.",MANAGE_PAYEE,,Redirection ,,,,,/allPayees,,liability|asset|creditcard,RI,True,,,,,,False,Payee List,,,,,manage_payee_list,"{""action"": ""manage"", ""feature"": ""payee_list"", ""product"": ""payee""}",Payee|Manage beneficiary|Manage payee|Delete beneficiary|Delete payee|How to view beneficiary|How to view payee|How do I manage beneficiary|How do I manage payee|How do I delete a payee|How do I manage my beneficiaries?|Payee List,Use for Payee List. Feature is payee list.
61,PAYMENTS,All,Add beneficiary|Add Payee|new payee|How do I add beneficiary|How to  add payee|How to add new payee,How do I add a new beneficiary?,Add a new beneficiary or payee to transfer funds securely after verification.,ADD_PAYEE,,Redirection ,,,,,/bankTransfer,,liability|asset|creditcard,RI,True,,,,,,False,Send Money To New Payee,,,,,add_payee,"{""action"": ""add"", ""feature"": ""money_new_payee"", ""product"": ""payee""}",Add beneficiary|Add Payee|new payee|How do I add beneficiary|How to add payee|How to add new payee|How do I add a new beneficiary?|Send Money To New Payee,Use for Send Money To New Payee. Feature is money new payee.
62,PAYMENTS,All,How do I pay electricity bill|How do I pay gas bill|How do I pay mobile postpaid bill|How to I pay credit card bill|How do I pay for utiulities|How do I pay bill|How do I pay for insurance|How do I pay for rentals|How do I municipal pay tax|How do I pay for subscription,How do I pay my bills?,"Pay utility bills, subscriptions, taxes, and more easily from one place using secure payment options.",PAY_BILL,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,True,,,,,,False,Pay Bill,,,,,pay_bill,"{""action"": ""pay"", ""biller_type"": ""generic_bill"", ""feature"": ""bill"", ""product"": ""bill_payment""}",How do I pay electricity bill|How do I pay gas bill|How do I pay mobile postpaid bill|How to I pay credit card bill|How do I pay for utiulities|How do I pay bill|How do I pay for insurance|How do I pay for rentals|How do I municipal pay tax|How do I pay for subscription|How do I pay my bills?|Pay Bill,Use for Pay Bill. Feature is bill. Biller type is generic bill.
63,PAYMENTS,All,Request Money List|Ask Money List|View Pending Request Money|How to see request money list|How to see ask money list|How to view pending request money,How do I view my pending money requests?,View all incoming money requests and take action by approving or declining them directly from the app.,VIEW_REQUEST_MONEY,,Redirection ,,,,,/pay/requests,,liability,RI,True,,,,,,False,Collect Confirm,,,,,view_collect_confirm,"{""action"": ""view"", ""feature"": ""collect_confirm"", ""product"": ""banking_service""}",Request Money List|Ask Money List|View Pending Request Money|How to see request money list|How to see ask money list|How to view pending request money|How do I view my pending money requests?|Collect Confirm,Use for Collect Confirm. Feature is collect confirm.
64,PAYMENTS,All,VPA|Manage UPI|Address|link account|How to use VPA|How to manage upi|How to use UPI Address|How to link account,How do I manage my UPI ID?,"Manage your UPI ID, link accounts, and configure payment settings for seamless UPI transactions.",MANAGE_UPI,,Redirection ,,,,,/UpiLanding,,liability,RI,True,,,,,,False,Manage UPI,,,,,manage_upi,"{""action"": ""manage"", ""feature"": ""upi"", ""product"": ""upi"", ""service_type"": ""settings_management""}",VPA|Manage UPI|Address|link account|How to use VPA|How to manage upi|How to use UPI Address|How to link account|How do I manage my UPI ID?,Use for Manage UPI. Feature is upi. Service type is settings management.
65,PLATFORM,All,Call|Need assistance|Schedule call back|Call later|Contact|Call back|How do I get a Call back from IDFC First Bank,How do I schedule a call back?,Request a call back from customer support at your preferred time for assistance.,SCHEDULE_CALLBACK,,Redirection ,,,,,/ScheduleCallBackLoggedInScreen,,liability|asset|creditcard,RI,True,,,,,,False,Schedule Call Back,,,,,contact_call_back,"{""action"": ""contact"", ""feature"": ""call_back"", ""product"": ""banking_service"", ""service_type"": ""callback""}",Call|Need assistance|Schedule call back|Call later|Contact|Call back|How do I get a Call back from IDFC First Bank|How do I schedule a call back?,Use for Schedule Call Back. Feature is call back. Service type is callback.
66,RAS,All,Add nominee|Change nominee|Deposit nominee|Nominee|Apoint Nominee|Change Nomination|Modify Nominee|How to change nomination|Change my nomination|How do I change my deposit nominee,How do I change my deposit nominee?,"Add, update, or modify nominee details for your deposits easily through the app.",CHANGE_DEPOSIT_NOMINEE,,Redirection ,,,,,/deposits,,liability|asset|creditcard,RI,True,,,,,,False,Change Deposit Nominee,,,,,update_deposit_nominee,"{""action"": ""update"", ""feature"": ""deposit_nominee"", ""product"": ""banking_service"", ""profile_attribute"": ""nominee""}",Add nominee|Change nominee|Deposit nominee|Nominee|Apoint Nominee|Change Nomination|Modify Nominee|How to change nomination|Change my nomination|How do I change my deposit nominee|How do I change my deposit nominee?|Change Deposit Nominee,Use for Change Deposit Nominee. Feature is deposit nominee.
67,RAS,All,Add nominee|Change nominee|Account nominee|Nominee|Nomination|Add nomination|Apoint Nominee|Apoint Nomination|Change Nomination|How do I update my Account nominee,How do I update my account nominee?,Update nominee details for your account to ensure correct beneficiary information is recorded.,UPDATE_ACCOUNT_NOMINEE,,Redirection ,,,,,/UpdateNominee,,liability|asset|creditcard,RI,True,,,,,,False,Update Account Nominee,,,,,update_account_nominee,"{""action"": ""update"", ""feature"": ""account_nominee"", ""product"": ""account"", ""profile_attribute"": ""nominee""}",Add nominee|Change nominee|Account nominee|Nominee|Nomination|Add nomination|Apoint Nominee|Apoint Nomination|Change Nomination|How do I update my Account nominee|How do I update my account nominee?|Update Account Nominee,Use for Update Account Nominee. Feature is account nominee.
68,RAS,All,Re-KYC|My Profile KYC|update kyc details|kyc renewal|kyc update mobile app|how to do rekyc|rekyc for nri account|kyc document upload|update kyc address|kyc verification update,How do I complete Re-KYC?,Update your KYC details by completing the re-KYC process to keep your account compliant and active.,COMPLETE_REKYC,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,True,,,,,,False,Complete Re-KYC,,,,,add_re_kyc,"{""action"": ""add"", ""feature"": ""re_kyc"", ""product"": ""account"", ""service_type"": ""profile_update""}",Re-KYC|My Profile KYC|update kyc details|kyc renewal|kyc update mobile app|how to do rekyc|rekyc for nri account|kyc document upload|update kyc address|kyc verification update|How do I complete Re-KYC?|Complete Re-KYC,Use for Complete Re-KYC. Feature is re kyc. Service type is profile update.
69,RAS,All,Welcome Letter|Welcome to Mobile Banking,How do I view my mobile banking welcome letter?,Access your welcome letter to understand key features and details of mobile banking services.,VIEW_WELCOME_LETTER,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,True,,,,,,False,Welcome Letter - Mobile Banking,,,,,view_welcome_letter_mobile_banking,"{""action"": ""view"", ""feature"": ""welcome_letter_mobile_banking"", ""product"": ""banking_service"", ""profile_attribute"": ""mobile""}",Welcome Letter|Welcome to Mobile Banking|How do I view my mobile banking welcome letter?|Welcome Letter - Mobile Banking,Use for Welcome Letter - Mobile Banking. Feature is welcome letter mobile banking.
70,RAS,All,Registered mobile number|Mobile number|Add PAN to profile|PAN details|PAN change|View profile|View personal details|How do I access my profile page,How do I access my profile page?,"View and manage your personal details including mobile number, email, PAN, and profile information.",VIEW_PROFILE,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,True,,,,,,False,Profile Page,,,,,view_profile_page,"{""action"": ""view"", ""feature"": ""profile_page"", ""product"": ""profile"", ""service_type"": ""profile_update""}",Registered mobile number|Mobile number|Add PAN to profile|PAN details|PAN change|View profile|View personal details|How do I access my profile page|How do I access my profile page?|Profile Page,Use for Profile Page. Feature is profile page. Service type is profile update.
71,RAS,All,Need chequebook|Chequebook|New chequebook|How do I request my chequebook,How do I request a chequebook?,Request a new chequebook quickly and track its delivery status within the app.,REQUEST_CHEQUEBOOK,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,True,,,,,,False,Request Chequebook,,,,,track_chequebook,"{""action"": ""track"", ""feature"": ""chequebook"", ""product"": ""cheque_book"", ""request_type"": ""delivery_tracking"", ""service_type"": ""delivery_tracking""}",Need chequebook|Chequebook|New chequebook|How do I request my chequebook|How do I request a chequebook?|Request Chequebook,Use for Request Chequebook. Feature is chequebook. Service type is delivery tracking.
72,RAS,All,Interest summary|Interest certificate|Interest report|Interest earned|Interest on deposit|Interest on Accounts|How do I access my interest certificate,How do I access my interest certificate?,Download your interest certificate to view interest earned on deposits or accounts for a selected period.,DOWNLOAD_INTEREST_CERTIFICATE,,Redirection ,,,,,/InterestCertificate/Interest certificate,,liability|asset|creditcard,RI,True,,,,,,False,Savings Account Interest Certificate ,,,,,download_savings_account_interest_certificate,"{""account_type"": ""savings_account"", ""action"": ""download"", ""document_type"": ""interest_certificate"", ""feature"": ""savings_account_interest_certificate"", ""product"": ""savings_account""}",Interest summary|Interest certificate|Interest report|Interest earned|Interest on deposit|Interest on Accounts|How do I access my interest certificate|How do I access my interest certificate?|Savings Account Interest Certificate,Use for Savings Account Interest Certificate. Feature is savings account interest certificate. Document requested is interest certificate.
73,RL,All,Personal loan|Credit card loan|Borrow money|Education loan|Wedding loan|Funding for trip|Funding for holiday|Travel loan|Loans|How do I apply for a personal loan,How do I apply for a personal loan?,"Apply for a personal loan quickly to meet your financial needs like travel, education, or other expenses.",APPLY_PERSONAL_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/PL,,liability|asset|creditcard,RI,True,,,,,,False,Apply for Personal Loan,,,,,apply_personal_loan,"{""action"": ""apply"", ""feature"": ""personal_loan"", ""loan_type"": ""personal_loan"", ""product"": ""personal_loan""}",Personal loan|Credit card loan|Borrow money|Education loan|Wedding loan|Funding for trip|Funding for holiday|Travel loan|Loans|How do I apply for a personal loan|How do I apply for a personal loan?|Apply for Personal Loan,Use for Apply for Personal Loan. Feature is personal loan. Loan type is personal loan.
74,RL,All,Two wheeler loan|Two wheeler scooty|Two wheeler bike|Bike loan|Scooty loan|borrow for vehicle|Vehicle loan|How do I apply for a two-wheeler loan,How do I apply for a two-wheeler loan?,Apply for a two-wheeler loan easily to finance your bike or scooter purchase.,APPLY_TWO_WHEELER_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/TW,,liability|asset|creditcard,RI,True,,,,,,False,Apply for Two wheeler Loan,,,,,apply_two_wheeler_loan,"{""action"": ""apply"", ""feature"": ""two_wheeler_loan"", ""insurance_type"": ""two_wheeler"", ""loan_type"": ""two_wheeler_loan"", ""product"": ""two_wheeler_loan""}",Two wheeler loan|Two wheeler scooty|Two wheeler bike|Bike loan|Scooty loan|borrow for vehicle|Vehicle loan|How do I apply for a two-wheeler loan|How do I apply for a two-wheeler loan?|Apply for Two wheeler Loan,Use for Apply for Two wheeler Loan. Feature is two wheeler loan. Insurance type is two wheeler. Loan type is two wheeler loan.
75,RL,All,Home loan|House loan|Borrow money for home|Home improvement loan|How do I apply for a home loan,How do I apply for a home loan?,Apply for a home loan to purchase or renovate your house with suitable repayment options.,APPLY_HOME_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/HL,,liability|asset|creditcard,RI,True,,,,,,False,Apply for Home Loan,,,,,apply_home_loan,"{""action"": ""apply"", ""feature"": ""home_loan"", ""loan_type"": ""home_loan"", ""product"": ""home_loan""}",Home loan|House loan|Borrow money for home|Home improvement loan|How do I apply for a home loan|How do I apply for a home loan?|Apply for Home Loan,Use for Apply for Home Loan. Feature is home loan. Loan type is home loan.
76,RL,All,Home loan|Mortgage loan|House loan|Real Estate loan for business|Office loan|How do I apply for a mortgage loan,How do I apply for a mortgage loan?,Apply for a mortgage loan by leveraging your property for personal or business financial needs.,APPLY_MORTGAGE_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/LAP,,liability|asset|creditcard,RI,True,,,,,,False,Apply for Mortgage Loan,,,,,apply_mortgage_loan,"{""action"": ""apply"", ""feature"": ""mortgage_loan"", ""loan_type"": ""mortgage_loan"", ""product"": ""mortgage_loan""}",Home loan|Mortgage loan|House loan|Real Estate loan for business|Office loan|How do I apply for a mortgage loan|How do I apply for a mortgage loan?|Apply for Mortgage Loan,Use for Apply for Mortgage Loan. Feature is mortgage loan. Loan type is mortgage loan.
77,WEALTH,All,mutual funds investment|mutual funds portfolio|mutual funds holding|How much have I invested in mutual fund|How do I check my mutual fund portfolio|What is the market value of my mutual fund portfolio|Where can I see my mutual fund holdings|Where can I see my mutual fund summary|How do I see my mutual fund holdings|Where do I see my holdings,How do I view my mutual fund holdings?,"View your mutual fund investments, holdings, SIPs, and market value in one consolidated dashboard.",VIEW_MF_HOLDINGS,,Redirection ,,,,,/mfSummary/holdings,,liability,RI,True,,,,,,False,Mutual Fund Holdings,,,,,view_mutual_fund_holdings,"{""action"": ""view"", ""feature"": ""mutual_fund_holdings"", ""product"": ""mutual_fund""}",mutual funds investment|mutual funds portfolio|mutual funds holding|How much have I invested in mutual fund|How do I check my mutual fund portfolio|What is the market value of my mutual fund portfolio|Where can I see my mutual fund holdings|Where can I see my mutual fund summary|How do I see my mutual fund holdings|Where do I see my holdings|How do I view my mutual fund holdings?|Mutual Fund Holdings,Use for Mutual Fund Holdings. Feature is mutual fund holdings.
78,WEALTH,All,recommended mutual funds|get recommendations|which mutual fund should I buy|recommended funds for me|recommended portfolio|portfolio for me|curated mutual fundsÔøΩÔøΩ|SIP|How to invest in SIP,How do I invest in SIP?,Explore recommended mutual funds and start investing through SIP to build wealth over time.,INVEST_IN_SIP,,Redirection ,,,,,/recommendportfolio/sip,,liability,RI,True,,,,,,False,Invest in SIP,,,,,invest_sip,"{""action"": ""invest"", ""feature"": ""sip"", ""investment_mode"": ""sip"", ""product"": ""sip""}",recommended mutual funds|get recommendations|which mutual fund should I buy|recommended funds for me|recommended portfolio|portfolio for me|curated mutual fundsÔøΩÔøΩ|SIP|How to invest in SIP|How do I invest in SIP?|Invest in SIP,Use for Invest in SIP. Feature is sip. Investment mode is sip.
79,WEALTH,All,Saving goals|Goals based saving|Wedding|Child's education|How do I save money for my goals|How to achieve goals based saving|How much should i invest for my wedding|How much should I invest for my home|How much should I invest for my vacation|How much should I invest for my car,How do I save for my financial goals?,"Plan and invest towards goals like home, education, or travel with goal-based saving tools.",GOAL_BASED_SAVING,,Redirection ,,,,,/creategoal,,liability,RI,True,,,,,,False,Goal Based Saving,,,,,invest_goal_based_saving,"{""action"": ""invest"", ""feature"": ""goal_based_saving"", ""investment_goal"": ""financial_goals"", ""product"": ""banking_service""}",Saving goals|Goals based saving|Wedding|Child's education|How do I save money for my goals|How to achieve goals based saving|How much should i invest for my wedding|How much should I invest for my home|How much should I invest for my vacation|How much should I invest for my car|How do I save for my financial goals?|Goal Based Saving,Use for Goal Based Saving. Feature is goal based saving. Investment goal is financial goals.
80,WEALTH,All,How can I apply for IPO|Ways to apply IPO|How to apply for Rights Issue|how can HNI apply for IPO|How to apply for HNI in IPO|How to invest in IPO|How to Apply for Call money|How can I apply for an IPO|What are the ways to apply for an IPO|How to apply for HNI category in IPO,How do I apply for an IPO?,"Apply for IPOs, rights issues, or NCDs easily and invest in new offerings directly through the platform.",APPLY_IPO,,Redirection ,,,,,/investinipo,,liability,RI,True,,,,,,False,Apply For IPO,,,,,apply_ipo,"{""action"": ""apply"", ""feature"": ""ipo"", ""product"": ""ipo""}",How can I apply for IPO|Ways to apply IPO|How to apply for Rights Issue|how can HNI apply for IPO|How to apply for HNI in IPO|How to invest in IPO|How to Apply for Call money|How can I apply for an IPO|What are the ways to apply for an IPO|How to apply for HNI category in IPO|How do I apply for an IPO?|Apply For IPO,Use for Apply For IPO. Feature is ipo.
81,WEALTH,All,What is my IPO Status|Where Can I check IPO status|How can I withdraw my IPO application|How can I modify my IPO application|What is status for my IPO|How to Check my allotment status|How to Withdraw my hold money from IPO|Hold remove for IPO|What is my IPO application status|How to hold withdrawal for IPO process,How do I check my IPO status?,"Track IPO application status, allotment details, and manage modifications or withdrawals easily.",VIEW_IPO_STATUS,,Redirection ,,,,,/orderbook,,liability,RI,True,,,,,,False,IPO Order Book,,,,,view_ipo_order,"{""action"": ""view"", ""feature"": ""ipo_order"", ""product"": ""ipo""}",What is my IPO Status|Where Can I check IPO status|How can I withdraw my IPO application|How can I modify my IPO application|What is status for my IPO|How to Check my allotment status|How to Withdraw my hold money from IPO|Hold remove for IPO|What is my IPO application status|How to hold withdrawal for IPO process|How do I check my IPO status?|IPO Order Book,Use for IPO Order Book. Feature is ipo order.
82,WEALTH,All,Demat Account|Open Demat Account|Open Insta Demat Account|Instant Demat Account|Open Instant Demat Account|Open Instant Investment Account|What is Demat account|How to open Demat account|What is instant Demat account|How do I open Instant demat account,How do I open a Demat account?,"Open a Demat or investment account instantly to start investing in stocks, IPOs, and other securities.",OPEN_DEMAT_ACCOUNT,,Redirection ,,,,,/demat,,liability,RI,True,,,,,,False,Instant Demat Account,,,,,open_demat_account,"{""action"": ""open"", ""feature"": ""demat_account"", ""product"": ""account""}",Demat Account|Open Demat Account|Open Insta Demat Account|Instant Demat Account|Open Instant Demat Account|Open Instant Investment Account|What is Demat account|How to open Demat account|What is instant Demat account|How do I open Instant demat account|How do I open a Demat account?,Use for Instant Demat Account. Feature is demat account.
83,WEALTH,All,current investment value|How do I check current investment value of my investments,How do I check my current investment value?,View the current value of your investments across all products in one consolidated view.,VIEW_CURRENT_INVESTMENTS,,Redirection ,,,,,/investments,,liability,RI,True,,,,,,False,Current Investments,,,,,view_current_investments,"{""action"": ""view"", ""biller_type"": ""rent"", ""feature"": ""current_investments"", ""product"": ""investment""}",current investment value|How do I check current investment value of my investments|How do I check my current investment value?|Current Investments,Use for Current Investments. Feature is current investments. Biller type is rent.
84,WEALTH,All,Investments|Where can I see investments|total investments|Where can I see my total investments|show investments|Where can I see my investments,How do I view my investments?,"View all your investments including mutual funds, bonds, and other assets in one place.",VIEW_INVESTMENTS,,Redirection ,,,,,/investments,,liability,RI,True,,,,,,False,Investments,,,,,view_investments,"{""action"": ""view"", ""feature"": ""investments"", ""product"": ""investment""}",Investments|Where can I see investments|total investments|Where can I see my total investments|show investments|Where can I see my investments|How do I view my investments?,Use for Investments. Feature is investments.
85,WEALTH,All,Portfolio|show portfolio|How do I view my portfolio|my portfolio|How do I see my portfolio|check portfolio|How do I check my portfolio|market value|What is the market value of my portfolio,How do I view my portfolio?,Access your complete portfolio with market value and performance insights across all investments.,VIEW_PORTFOLIO,,Redirection ,,,,,/investments,,liability,RI,True,,,,,,False,My Portfolio,,,,,view_portfolio,"{""action"": ""view"", ""feature"": ""portfolio"", ""product"": ""investment""}",Portfolio|show portfolio|How do I view my portfolio|my portfolio|How do I see my portfolio|check portfolio|How do I check my portfolio|market value|What is the market value of my portfolio|How do I view my portfolio?,Use for My Portfolio. Feature is portfolio.
